transaction_id,ai_status,ai_decision,confidence_score,reason,safety_override,final_decision,processing_time_seconds,raw_ai_response,ai_provider,error
TXN0132,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,15.709,"{""results"":[{""transaction_id"":""TXN0126"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Settlement amount of 23000.0 does not reconcile with ledger amount of 25000.0, and the difference of 2000.0 is not explained by fees or refunds.""},{""transaction_id"":""TXN0132"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), so bank evidence does not support the settlement.""},{""transaction_id"":""TXN0138"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), so bank evidence does not support the settlement.""}]}",GEMINI,
TXN0138,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,15.709,"{""results"":[{""transaction_id"":""TXN0126"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Settlement amount of 23000.0 does not reconcile with ledger amount of 25000.0, and the difference of 2000.0 is not explained by fees or refunds.""},{""transaction_id"":""TXN0132"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), so bank evidence does not support the settlement.""},{""transaction_id"":""TXN0138"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), so bank evidence does not support the settlement.""}]}",GEMINI,
TXN0139,SUCCESS,EXCEPTION,100.0,Ledger amount of 1000 is not reconciled by settlement amount of 0.0 and bank credit of 0.0 with no fees or refunds.,False,EXCEPTION,10.78,"{""results"":[{""transaction_id"":""TXN0139"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 1000 is not reconciled by settlement amount of 0.0 and bank credit of 0.0 with no fees or refunds.""},{""transaction_id"":""TXN0145"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), failing the requirement for bank evidence supporting the settlement.""},{""transaction_id"":""TXN0154"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Discrepancy of 500 between ledger amount (50000) and settlement amount (49500) is not explained by fees or refunds.""}]}",GEMINI,
TXN0145,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,10.78,"{""results"":[{""transaction_id"":""TXN0139"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 1000 is not reconciled by settlement amount of 0.0 and bank credit of 0.0 with no fees or refunds.""},{""transaction_id"":""TXN0145"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), failing the requirement for bank evidence supporting the settlement.""},{""transaction_id"":""TXN0154"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Discrepancy of 500 between ledger amount (50000) and settlement amount (49500) is not explained by fees or refunds.""}]}",GEMINI,
TXN0154,SUCCESS,EXCEPTION,100.0,Discrepancy of 500 between ledger amount (50000) and settlement amount (49500) is not explained by fees or refunds.,False,EXCEPTION,10.78,"{""results"":[{""transaction_id"":""TXN0139"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 1000 is not reconciled by settlement amount of 0.0 and bank credit of 0.0 with no fees or refunds.""},{""transaction_id"":""TXN0145"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Bank record is missing (bank_record_exists is false), failing the requirement for bank evidence supporting the settlement.""},{""transaction_id"":""TXN0154"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Discrepancy of 500 between ledger amount (50000) and settlement amount (49500) is not explained by fees or refunds.""}]}",GEMINI,
TXN0171,SUCCESS,EXCEPTION,95.0,"Settlement amount of 74500.0 does not match ledger amount of 75000, and the 500.0 difference is not explained by fees or refunds.",False,EXCEPTION,9.436,"{""results"":[{""transaction_id"":""TXN0171"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 74500.0 does not match ledger amount of 75000, and the 500.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0175"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 1000.0 does not match ledger amount of 1500, and the 500.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0184"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 13000.0 does not match ledger amount of 15000, and the 2000.0 difference is not explained by fees or refunds.""}]}",GEMINI,
TXN0175,SUCCESS,EXCEPTION,95.0,"Settlement amount of 1000.0 does not match ledger amount of 1500, and the 500.0 difference is not explained by fees or refunds.",False,EXCEPTION,9.436,"{""results"":[{""transaction_id"":""TXN0171"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 74500.0 does not match ledger amount of 75000, and the 500.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0175"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 1000.0 does not match ledger amount of 1500, and the 500.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0184"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 13000.0 does not match ledger amount of 15000, and the 2000.0 difference is not explained by fees or refunds.""}]}",GEMINI,
TXN0184,SUCCESS,EXCEPTION,95.0,"Settlement amount of 13000.0 does not match ledger amount of 15000, and the 2000.0 difference is not explained by fees or refunds.",False,EXCEPTION,9.436,"{""results"":[{""transaction_id"":""TXN0171"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 74500.0 does not match ledger amount of 75000, and the 500.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0175"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 1000.0 does not match ledger amount of 1500, and the 500.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0184"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Settlement amount of 13000.0 does not match ledger amount of 15000, and the 2000.0 difference is not explained by fees or refunds.""}]}",GEMINI,
TXN0187,SUCCESS,EXCEPTION,100.0,"Ledger amount of 75000.0 does not match settlement amount of 73000.0, and the difference is not explained by fees or refunds.",False,EXCEPTION,11.619,"{""results"":[{""transaction_id"":""TXN0187"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 75000.0 does not match settlement amount of 73000.0, and the difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0189"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), so the settlement amount cannot be verified by bank evidence.""},{""transaction_id"":""TXN0190"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), so the settlement amount cannot be verified by bank evidence.""}]}",GEMINI,
TXN0189,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,11.619,"{""results"":[{""transaction_id"":""TXN0187"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 75000.0 does not match settlement amount of 73000.0, and the difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0189"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), so the settlement amount cannot be verified by bank evidence.""},{""transaction_id"":""TXN0190"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), so the settlement amount cannot be verified by bank evidence.""}]}",GEMINI,
TXN0190,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,11.619,"{""results"":[{""transaction_id"":""TXN0187"",""decision"":""EXCEPTION"",""confidence_score"":100,""reason"":""Ledger amount of 75000.0 does not match settlement amount of 73000.0, and the difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0189"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), so the settlement amount cannot be verified by bank evidence.""},{""transaction_id"":""TXN0190"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), so the settlement amount cannot be verified by bank evidence.""}]}",GEMINI,
TXN0202,SUCCESS,EXCEPTION,100.0,"Ledger amount of 25000 does not reconcile with settlement amount of 24000, and the difference of 1000 is not explained by recorded fees or refunds.",False,EXCEPTION,5.976,"{
  ""results"": [
    {
      ""transaction_id"": ""TXN0202"",
      ""decision"": ""EXCEPTION"",
      ""confidence_score"": 100,
      ""reason"": ""Ledger amount of 25000 does not reconcile with settlement amount of 24000, and the difference of 1000 is not explained by recorded fees or refunds.""
    },
    {
      ""transaction_id"": ""TXN0214"",
      ""decision"": ""EXCEPTION"",
      ""confidence_score"": 100,
      ""reason"": ""Ledger amount of 50000 does not reconcile with settlement amount of 49500, and the difference of 500 is not explained by recorded fees or refunds.""
    },
    {
      ""transaction_id"": ""TXN0217"",
      ""decision"": ""EXCEPTION"",
      ""confidence_score"": 100,
      ""reason"": ""Ledger amount of 15000 does not reconcile with settlement amount of 13000, and the difference of 2000 is not explained by recorded fees or refunds.""
    }
  ]
}",GEMINI,
TXN0214,SUCCESS,EXCEPTION,100.0,"Ledger amount of 50000 does not reconcile with settlement amount of 49500, and the difference of 500 is not explained by recorded fees or refunds.",False,EXCEPTION,5.976,"{
  ""results"": [
    {
      ""transaction_id"": ""TXN0202"",
      ""decision"": ""EXCEPTION"",
      ""confidence_score"": 100,
      ""reason"": ""Ledger amount of 25000 does not reconcile with settlement amount of 24000, and the difference of 1000 is not explained by recorded fees or refunds.""
    },
    {
      ""transaction_id"": ""TXN0214"",
      ""decision"": ""EXCEPTION"",
      ""confidence_score"": 100,
      ""reason"": ""Ledger amount of 50000 does not reconcile with settlement amount of 49500, and the difference of 500 is not explained by recorded fees or refunds.""
    },
    {
      ""transaction_id"": ""TXN0217"",
      ""decision"": ""EXCEPTION"",
      ""confidence_score"": 100,
      ""reason"": ""Ledger amount of 15000 does not reconcile with settlement amount of 13000, and the difference of 2000 is not explained by recorded fees or refunds.""
    }
  ]
}",GEMINI,
TXN0217,SUCCESS,EXCEPTION,100.0,"Ledger amount of 15000 does not reconcile with settlement amount of 13000, and the difference of 2000 is not explained by recorded fees or refunds.",False,EXCEPTION,5.976,"{
  ""results"": [
    {
      ""transaction_id"": ""TXN0202"",
      ""decision"": ""EXCEPTION"",
      ""confidence_score"": 100,
      ""reason"": ""Ledger amount of 25000 does not reconcile with settlement amount of 24000, and the difference of 1000 is not explained by recorded fees or refunds.""
    },
    {
      ""transaction_id"": ""TXN0214"",
      ""decision"": ""EXCEPTION"",
      ""confidence_score"": 100,
      ""reason"": ""Ledger amount of 50000 does not reconcile with settlement amount of 49500, and the difference of 500 is not explained by recorded fees or refunds.""
    },
    {
      ""transaction_id"": ""TXN0217"",
      ""decision"": ""EXCEPTION"",
      ""confidence_score"": 100,
      ""reason"": ""Ledger amount of 15000 does not reconcile with settlement amount of 13000, and the difference of 2000 is not explained by recorded fees or refunds.""
    }
  ]
}",GEMINI,
TXN0219,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,1.956,"{""results"":[{""transaction_id"":""TXN0219"",""decision"":""EXCEPTION"",""confidence_score"":60,""reason"":""Settlement record exists and matches ledger/invoice, but bank record is missing. Without bank evidence, reconciliation cannot be confirmed.""},{""transaction_id"":""TXN0220"",""decision"":""EXCEPTION"",""confidence_score"":60,""reason"":""Settlement record exists and matches ledger/invoice, but bank record is missing. Without bank evidence, reconciliation cannot be confirmed.""},{""transaction_id"":""TXN0226"",""decision"":""EXCEPTION"",""confidence_score"":80,""reason"":""Ledger amount (25000) does not match settlement amount (24500) and there are no fees or refunds to explain the 500 difference. Reconciliation fails.""}]}",GROQ,"Gemini failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
TXN0220,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,1.956,"{""results"":[{""transaction_id"":""TXN0219"",""decision"":""EXCEPTION"",""confidence_score"":60,""reason"":""Settlement record exists and matches ledger/invoice, but bank record is missing. Without bank evidence, reconciliation cannot be confirmed.""},{""transaction_id"":""TXN0220"",""decision"":""EXCEPTION"",""confidence_score"":60,""reason"":""Settlement record exists and matches ledger/invoice, but bank record is missing. Without bank evidence, reconciliation cannot be confirmed.""},{""transaction_id"":""TXN0226"",""decision"":""EXCEPTION"",""confidence_score"":80,""reason"":""Ledger amount (25000) does not match settlement amount (24500) and there are no fees or refunds to explain the 500 difference. Reconciliation fails.""}]}",GROQ,"Gemini failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
TXN0226,SUCCESS,EXCEPTION,80.0,Ledger amount (25000) does not match settlement amount (24500) and there are no fees or refunds to explain the 500 difference. Reconciliation fails.,False,EXCEPTION,1.956,"{""results"":[{""transaction_id"":""TXN0219"",""decision"":""EXCEPTION"",""confidence_score"":60,""reason"":""Settlement record exists and matches ledger/invoice, but bank record is missing. Without bank evidence, reconciliation cannot be confirmed.""},{""transaction_id"":""TXN0220"",""decision"":""EXCEPTION"",""confidence_score"":60,""reason"":""Settlement record exists and matches ledger/invoice, but bank record is missing. Without bank evidence, reconciliation cannot be confirmed.""},{""transaction_id"":""TXN0226"",""decision"":""EXCEPTION"",""confidence_score"":80,""reason"":""Ledger amount (25000) does not match settlement amount (24500) and there are no fees or refunds to explain the 500 difference. Reconciliation fails.""}]}",GROQ,"Gemini failed: 503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}"
TXN0229,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,11.611,"{""results"":[{""transaction_id"":""TXN0229"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Bank record is missing (bank_record_exists is false) despite settlement record existing.""},{""transaction_id"":""TXN0233"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Bank record is missing (bank_record_exists is false) despite settlement record existing.""},{""transaction_id"":""TXN0256"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Ledger amount of 25000 does not match settlement amount of 24000.0, and the difference is not explained by fees or refunds.""}]}",GEMINI,
TXN0233,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,11.611,"{""results"":[{""transaction_id"":""TXN0229"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Bank record is missing (bank_record_exists is false) despite settlement record existing.""},{""transaction_id"":""TXN0233"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Bank record is missing (bank_record_exists is false) despite settlement record existing.""},{""transaction_id"":""TXN0256"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Ledger amount of 25000 does not match settlement amount of 24000.0, and the difference is not explained by fees or refunds.""}]}",GEMINI,
TXN0256,SUCCESS,EXCEPTION,95.0,"Ledger amount of 25000 does not match settlement amount of 24000.0, and the difference is not explained by fees or refunds.",False,EXCEPTION,11.611,"{""results"":[{""transaction_id"":""TXN0229"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Bank record is missing (bank_record_exists is false) despite settlement record existing.""},{""transaction_id"":""TXN0233"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Bank record is missing (bank_record_exists is false) despite settlement record existing.""},{""transaction_id"":""TXN0256"",""decision"":""EXCEPTION"",""confidence_score"":95.0,""reason"":""Ledger amount of 25000 does not match settlement amount of 24000.0, and the difference is not explained by fees or refunds.""}]}",GEMINI,
TXN0269,SUCCESS,EXCEPTION,95.0,"Ledger and invoice amount of 5000.0 does not reconcile with settlement amount of 4500.0, and the 500.0 difference is not explained by fees or refunds.",False,EXCEPTION,10.147,"{""results"":[{""transaction_id"":""TXN0269"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger and invoice amount of 5000.0 does not reconcile with settlement amount of 4500.0, and the 500.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0279"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger and invoice amount of 10000.0 does not reconcile with settlement amount of 8000.0, and the 2000.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0283"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), failing the required record availability check for full reconciliation.""}]}",GEMINI,
TXN0279,SUCCESS,EXCEPTION,95.0,"Ledger and invoice amount of 10000.0 does not reconcile with settlement amount of 8000.0, and the 2000.0 difference is not explained by fees or refunds.",False,EXCEPTION,10.147,"{""results"":[{""transaction_id"":""TXN0269"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger and invoice amount of 5000.0 does not reconcile with settlement amount of 4500.0, and the 500.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0279"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger and invoice amount of 10000.0 does not reconcile with settlement amount of 8000.0, and the 2000.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0283"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), failing the required record availability check for full reconciliation.""}]}",GEMINI,
TXN0283,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,10.147,"{""results"":[{""transaction_id"":""TXN0269"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger and invoice amount of 5000.0 does not reconcile with settlement amount of 4500.0, and the 500.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0279"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger and invoice amount of 10000.0 does not reconcile with settlement amount of 8000.0, and the 2000.0 difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0283"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), failing the required record availability check for full reconciliation.""}]}",GEMINI,
TXN0329,SUCCESS,EXCEPTION,95.0,Ledger amount of 10000 does not reconcile with settlement amount of 9000.0 and the difference is not explained by fees or refunds.,False,EXCEPTION,9.461,"{""results"":[{""transaction_id"":""TXN0329"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger amount of 10000 does not reconcile with settlement amount of 9000.0 and the difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0334"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), preventing full reconciliation.""},{""transaction_id"":""TXN0353"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger amount of 1500 does not reconcile with settlement amount of 1000.0 as there are no reported fees or refunds to account for the difference.""}]}",GEMINI,
TXN0334,SUCCESS,EXCEPTION,100.0,Missing bank record; the transaction cannot be fully reconciled.,False,EXCEPTION,9.461,"{""results"":[{""transaction_id"":""TXN0329"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger amount of 10000 does not reconcile with settlement amount of 9000.0 and the difference is not explained by fees or refunds.""},{""transaction_id"":""TXN0334"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Bank record is missing (bank_record_exists is false), preventing full reconciliation.""},{""transaction_id"":""TXN0353"",""decision"":""EXCEPTION"",""confidence_score"":95,""reason"":""Ledger amount of 1500 does not reconcile with settlement amount of 1000.0 as there are no reported fees or refunds to account for the difference.""}]}",GEMINI,
